k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
10,16,88.61,-13000.7184,0.9803,0.2668,0.2639,0.6757
10,17,90.29,-13369.6685,0.974,0.2712,0.2762,0.6678
10,18,87.12,-13206.4789,0.9826,0.2705,0.2689,0.6664
10,19,88.06,-13038.0099,0.9753,0.2641,0.2656,0.6868
10,20,88.39,-13006.212,0.9786,0.2619,0.2634,0.6798
10,21,89.0,-13197.9903,0.9782,0.2718,0.2631,0.6722
10,22,87.44,-13150.4606,0.9713,0.266,0.2671,0.6797
10,23,89.91,-13290.3779,0.9728,0.2687,0.2718,0.6724
10,24,85.49,-12995.223,0.9889,0.2617,0.2649,0.6779
10,25,87.97,-13154.2028,0.9886,0.2667,0.2696,0.6772
10,26,89.67,-13289.7539,0.9762,0.2695,0.274,0.6666
10,27,86.13,-13207.171,0.985,0.2646,0.2685,0.6686
10,28,88.83,-13291.5988,0.9725,0.2762,0.2722,0.6687
10,29,113.0,-13118.3046,0.9742,0.2629,0.2684,0.686
10,30,99.47,-13187.0706,0.9739,0.2687,0.2715,0.6719
11,1,111.71,-30769.4068,0.9457,0.2823,0.2819,0.6351
11,2,106.16,-30409.2604,0.9623,0.283,0.282,0.6471
11,3,107.03,-30371.3992,0.9536,0.2753,0.2763,0.6481
11,4,112.6,-30610.6167,0.9474,0.2823,0.2813,0.6395
11,5,114.9,-30783.9329,0.9415,0.2798,0.28,0.6368
11,6,112.51,-30735.4972,0.9495,0.2793,0.2813,0.6344
11,7,105.75,-30411.7934,0.9608,0.2844,0.2826,0.6491
11,8,107.71,-30660.7037,0.9591,0.2855,0.2855,0.6442
11,9,109.28,-30645.3807,0.947,0.2816,0.2835,0.6414
11,10,111.04,-30587.0184,0.9445,0.2799,0.277,0.6414
11,11,110.18,-30636.2837,0.9471,0.2824,0.2824,0.6341
11,12,109.07,-30583.323,0.9493,0.2789,0.2807,0.6422
11,13,107.5,-30515.6153,0.9656,0.2875,0.2851,0.6388
11,14,106.96,-30440.8508,0.9656,0.2829,0.2851,0.6409
11,15,120.1,-30763.1671,0.9436,0.2818,0.2843,0.6424
11,16,112.7,-30615.1309,0.9469,0.2796,0.2846,0.6385
11,17,108.79,-30577.6052,0.953,0.2807,0.2832,0.6362
11,18,115.28,-30846.6081,0.9462,0.2845,0.285,0.637
11,19,115.89,-30692.4414,0.9494,0.2813,0.2814,0.6341
11,20,106.94,-30121.1278,0.9619,0.2726,0.2707,0.6471
11,21,108.59,-30524.1516,0.9517,0.2812,0.2827,0.6337
11,22,109.13,-30406.7741,0.9541,0.2762,0.2795,0.6429
11,23,105.41,-30409.9892,0.9597,0.283,0.2818,0.6514
11,24,118.85,-30506.358,0.9425,0.2784,0.2806,0.6466
11,25,106.76,-30144.2067,0.9721,0.2789,0.2826,0.6425
11,26,111.98,-30163.4916,0.9545,0.2739,0.2746,0.6431
11,27,110.03,-30429.4957,0.9507,0.2783,0.2794,0.6452
11,28,107.11,-30643.6363,0.9458,0.2817,0.2787,0.6444
11,29,107.69,-30671.3702,0.9568,0.2819,0.286,0.629
11,30,108.37,-30529.6636,0.9547,0.2772,0.2799,0.6411
12,1,125.74,-77204.8233,0.9149,0.3151,0.3136,0.6083
12,2,124.69,-76907.1656,0.9237,0.3198,0.3242,0.6127
12,3,124.91,-76981.2331,0.9195,0.3226,0.324,0.6126
12,4,119.39,-76747.3129,0.9258,0.3225,0.3229,0.6118
12,5,120.1,-76708.3598,0.9293,0.3199,0.3223,0.6111
12,6,125.99,-77057.2033,0.9214,0.3243,0.3205,0.6132
12,7,123.9,-77257.465,0.9247,0.3242,0.3274,0.6124
12,8,120.96,-76899.3552,0.9189,0.3218,0.3197,0.6188
12,9,124.65,-77507.5359,0.92,0.3273,0.3256,0.6126
12,10,123.32,-77425.3029,0.9212,0.3264,0.327,0.6063
12,11,121.06,-76945.7348,0.9273,0.3234,0.323,0.6141
12,12,121.55,-77193.7555,0.9234,0.3278,0.3246,0.6148
12,13,119.32,-76374.1969,0.9255,0.3176,0.3199,0.6163
12,14,122.35,-77368.0648,0.9189,0.3246,0.3266,0.6135
12,15,124.59,-77151.1311,0.9218,0.3221,0.3248,0.6108
12,16,121.4,-77082.3165,0.9141,0.3122,0.3125,0.602
12,17,121.01,-77215.8352,0.9201,0.3255,0.3264,0.6106
12,18,122.9,-76932.4181,0.9236,0.3237,0.3238,0.6094
12,19,121.42,-77453.2371,0.92,0.3263,0.3264,0.6099
12,20,120.88,-77076.1821,0.9251,0.3242,0.3217,0.611
12,21,119.97,-77153.7697,0.9203,0.325,0.3232,0.6084
12,22,124.98,-77271.145,0.9244,0.3221,0.3247,0.6082
12,23,119.8,-77054.9097,0.9267,0.3266,0.325,0.6115
12,24,141.86,-77642.6271,0.9159,0.3276,0.3296,0.6074
12,25,146.0,-77351.9634,0.9168,0.3176,0.3219,0.6024
12,26,133.64,-77310.5789,0.9132,0.3163,0.3159,0.606
12,27,134.23,-76704.921,0.9275,0.32,0.3201,0.6181
12,28,139.09,-77520.3768,0.9212,0.3266,0.3265,0.6075
12,29,139.22,-77115.738,0.9138,0.3158,0.3167,0.6083
12,30,137.88,-77169.9964,0.9217,0.3272,0.3263,0.6123
13,1,172.12,-197263.3577,0.8795,0.3571,0.3583,0.5703
13,2,173.59,-197513.816,0.8785,0.3587,0.361,0.5702
13,3,174.9,-197569.138,0.8842,0.3667,0.3655,0.5746
13,4,181.31,-198297.3858,0.8676,0.3594,0.3618,0.5718
13,5,173.53,-197472.2359,0.8759,0.3578,0.3578,0.5703
13,6,174.92,-197913.5082,0.8733,0.3602,0.3594,0.5706
13,7,174.93,-198435.7263,0.8725,0.3603,0.3598,0.5693
13,8,173.58,-198076.547,0.8711,0.3601,0.3598,0.5673
13,9,173.24,-197857.225,0.8821,0.3642,0.364,0.5786
13,10,176.31,-197884.1063,0.8753,0.3578,0.3578,0.5637
13,11,173.75,-197997.0869,0.8714,0.3607,0.3601,0.5719
13,12,173.07,-197462.0815,0.8753,0.3559,0.3575,0.5704
13,13,171.78,-197118.5634,0.8786,0.3565,0.356,0.5715
13,14,176.03,-197943.9093,0.8712,0.3577,0.3586,0.5682
13,15,176.96,-197801.6136,0.873,0.3582,0.3598,0.5714
13,16,174.0,-197283.5658,0.8774,0.359,0.3576,0.5719
13,17,177.35,-198637.4061,0.8723,0.3636,0.3622,0.5641
13,18,175.17,-198496.6277,0.8679,0.3616,0.362,0.5631
13,19,175.06,-197523.7321,0.873,0.3552,0.3565,0.5688
13,20,178.56,-198165.236,0.8721,0.361,0.3601,0.5716
13,21,181.39,-198392.138,0.8719,0.364,0.363,0.5673
13,22,173.72,-197613.2862,0.8759,0.3581,0.3595,0.5666
13,23,183.25,-197958.5301,0.8704,0.3614,0.36,0.569
13,24,176.11,-197708.0308,0.8825,0.3674,0.3655,0.5789
13,25,177.33,-198083.6832,0.8722,0.361,0.3615,0.5696
