k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
15,20,452.43,-2207939.3145,0.9938,0.5107,0.5677,0.2314
15,21,449.62,-2208338.7663,0.9941,0.5103,0.5678,0.2312
15,22,451.2,-2206709.153,0.9948,0.5105,0.5669,0.2313
15,23,457.91,-2207753.1794,0.9942,0.511,0.5672,0.2312
15,24,450.94,-2209662.8145,0.9924,0.512,0.5683,0.231
15,25,449.58,-2207674.5987,0.9981,0.5168,0.574,0.2359
16,1,680.19,-5442826.1115,0.9999,0.5119,0.5677,0.2448
16,2,679.92,-5447114.384,0.9999,0.5115,0.5669,0.2461
16,3,683.56,-5438488.8442,0.9999,0.5113,0.5675,0.2453
16,4,675.8,-5443948.8381,0.9999,0.5118,0.5678,0.245
16,5,675.51,-5440462.5078,0.9999,0.5122,0.5676,0.2447
16,6,683.04,-5440851.2693,0.9999,0.5111,0.5668,0.246
16,7,680.05,-5441400.526,0.9999,0.511,0.567,0.2462
16,8,679.97,-5444637.4844,0.9999,0.5113,0.5677,0.2452
16,9,763.64,-5441490.7975,0.9999,0.5112,0.5676,0.245
16,10,759.98,-5443380.9811,0.9999,0.5119,0.5682,0.2446
16,11,759.39,-5446005.0612,0.9999,0.5119,0.5669,0.2454
16,12,764.82,-5445598.1848,0.9999,0.5117,0.5669,0.2459
16,13,756.83,-5443199.4101,0.9999,0.5122,0.5674,0.245
16,14,769.81,-5444951.3376,0.9999,0.512,0.5676,0.2451
16,15,776.13,-5440939.3772,0.9999,0.512,0.5664,0.2458
16,16,781.27,-5444927.2516,0.9999,0.5111,0.568,0.2453
16,17,823.09,-5445138.9839,0.9999,0.5117,0.5674,0.2454
17,1,1111.43,-13377322.2857,0.9999,0.5082,0.5623,0.2544
17,2,1113.59,-13387245.8248,0.9994,0.5084,0.5625,0.2547
17,3,1113.03,-13395208.3542,0.9983,0.5093,0.5627,0.2548
17,4,1105.23,-13378771.721,0.9999,0.5083,0.5621,0.2544
17,5,1116.54,-13383404.0505,0.9992,0.5086,0.5621,0.2548
17,6,1110.0,-13388515.9559,0.9987,0.5089,0.5627,0.2546
17,7,1309.76,-13380697.5755,0.9999,0.5079,0.5614,0.2552
17,8,1257.58,-13386278.3321,0.9999,0.5076,0.5616,0.2552
17,9,1267.04,-13385921.0064,0.9991,0.5085,0.5626,0.2542
17,10,1243.42,-13381272.6798,0.9996,0.5088,0.562,0.2543
17,11,1127.86,-13389488.8995,0.9991,0.5088,0.5623,0.2547
17,12,1104.88,-13381106.3835,0.9992,0.5085,0.5624,0.2543
17,13,1099.51,-13386443.2741,0.9997,0.5082,0.5616,0.2552
17,14,1091.73,-13378307.1967,0.9998,0.5082,0.5622,0.2547
17,15,1116.47,-13381151.3489,0.9999,0.5078,0.5617,0.255
17,16,1117.28,-13386319.6722,0.9999,0.5082,0.5624,0.2545
18,1,2045.01,-32939015.4774,0.9921,0.5088,0.5593,0.2652
18,2,2044.58,-32930998.4247,0.9865,0.503,0.5536,0.2606
18,3,2033.56,-32930917.0588,0.9907,0.5091,0.56,0.2651
18,4,2030.97,-32951403.4162,0.9908,0.5087,0.5594,0.2655
18,5,2227.98,-32955685.8011,0.9909,0.5094,0.559,0.2658
18,6,2260.26,-32928799.5252,0.9909,0.5091,0.5591,0.2653
18,7,2249.4,-32932283.2214,0.9905,0.5097,0.5596,0.2655
18,8,2548.83,-32932780.2926,0.9915,0.5088,0.559,0.2655
18,9,2793.51,-32919140.314,0.9918,0.5091,0.5592,0.2647
18,10,2548.33,-32938267.5554,0.9922,0.5087,0.5592,0.2654
18,11,2209.04,-32936338.7794,0.9911,0.5089,0.5595,0.2652
